experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,-1.5974047283248467e-07,41.48591590199507,171.021896124,0.9826444985004489,0,2024-09-30-09-44-30,5.298429264256483e-05,1,1,1.006310452826057
2,1,1,1,-1.8409992799681018e-06,42.308098313529015,233.265034199,0.9115513037048713,0,2024-09-30-09-48-27,6.188317407059282e-05,1,1,0.9497777034731483
3,1,1,1,-0.00558583535366922,41.87928282373549,271.59013319,0.9841565488852475,1,2024-09-30-09-55-27,5.5461946992934756e-05,1,1,1.2657918862927275
4,1,1,1,0.0004961822035422501,40.29380517066897,214.20166111,0.9750876731943651,0,2024-09-30-10-01-44,6.022725052753986e-05,1,2,1.0111196927222144
5,1,1,1,6.2836605818168616e-09,42.286104794332786,222.437134982,0.958607319727943,0,2024-09-30-10-07-52,7.158605155206992e-05,1,1,0.9806710782049337
6,1,1,1,-3.3622487609827555e-07,42.446936235354364,267.698943853,0.9334940440268871,0,2024-09-30-10-13-03,4.5016534463629445e-05,1,2,1.01625861753673
7,1,1,1,-2.1313978095059096e-09,42.26182800455198,406.063836097,0.9925901083668531,0,2024-09-30-10-20-07,5.591733747807805e-05,1,1,1.2480151423062853
8,1,1,1,0.0004157159047278459,41.03748190033933,255.595604659,0.9875282730450161,0,2024-09-30-10-29-27,5.841342245523197e-05,1,1,1.2409952788967928
9,1,1,1,0.0005457749307650329,41.61456211527059,182.099717378,0.9755364898723721,0,2024-09-30-10-37-11,6.257466475303825e-05,1,1,1.1874091901162247
10,1,1,1,0.00022320077598442088,42.59017614960449,271.353655815,0.9709959607598851,0,2024-09-30-10-41-12,5.290685367756783e-05,1,2,1.2237340536910672
11,1,1,1,-2.510751472671435e-09,41.381597839193006,134.939207077,0.9747061278579607,0,2024-09-30-10-46-39,6.345787321752783e-05,1,1,1.1448921284567408
12,1,1,1,0.0010956669338911872,42.30372783121431,147.575646877,0.9399977456513955,0,2024-09-30-10-50-25,5.3183770674313024e-05,1,1,0.8244557543143894
13,1,1,1,3.2489900030104613e-07,41.17765225392984,167.542334795,0.9814268660071331,0,2024-09-30-10-53-59,4.973549051960712e-05,1,1,1.1799204494540618
14,1,1,1,-2.924295725372716e-08,40.32978232205708,168.411521435,0.9633382500209282,0,2024-09-30-10-57-54,4.1165017594739e-05,1,2,1.2170482362242765
15,1,1,1,-2.1628449774487432e-08,42.17891809692041,157.946203947,0.9668509532364039,0,2024-09-30-11-01-27,6.43926587571788e-05,1,2,1.0638921822605714
16,1,1,1,0.00073473234421282,42.075029379540794,162.424129009,0.9770347522325494,0,2024-09-30-11-05-02,5.552620174645714e-05,1,1,1.0915237865106646
17,1,1,1,6.493438137181435e-08,41.9546496270759,337.316605568,0.9884749360201958,0,2024-09-30-11-08-47,6.995200129678776e-05,1,1,1.1840233625522474
18,1,1,1,-1.477095949877394e-07,41.945768324128075,224.408811093,0.9685110942744549,0,2024-09-30-11-15-48,5.35016002974043e-05,1,2,1.0021359637811653
19,1,1,1,-8.735431474475136e-09,40.56195256042442,294.611063957,0.9798234216013642,0,2024-09-30-11-21-49,6.688744165953152e-05,1,1,1.072212463995089
20,1,1,1,-2.9269739308863106e-08,41.820115518680275,271.209198237,0.9579695312035218,0,2024-09-30-11-27-48,6.109611981365157e-05,1,2,1.0356461332297162
