experiment_id,peak_err,peak_err_waypoint_idx,avr_err,peak_err_change,peak_err_change_idx,avr_err_change,smoothed_peak_err,smoothed_peak_err_waypoint_idx,smoothed_avr_err,peak_err_change_on_smoothed,peak_err_change_idx_on_smoothed,avr_err_change_on_smoothed,scoring_duration_per_waypoint,min_distance,min_distance_idx
1,4.1818587270479455,42,2.3945733448795825,0.19704579883717166,19,-0.0017480341529496157,4.231193458318616,39,2.3938268951382216,0.16042637916199115,16,-0.0016154822925228628,0.37267098014737354,6.828992876852363,54
2,2.2866774236535723,51,1.6273332353460548,0.16272100425414315,51,-1.2804651111927068e-05,2.2425116779415495,55,1.6280977248345159,0.046796154142512196,38,-0.0004109210664856158,0.34833989908665786,7.244338489089351,56
3,4.44395828426804,47,2.326995228931426,0.7514279761280154,42,1.603956167107446e-05,4.068827459802018,48,2.3239495692782444,0.21573742285055306,41,-0.0007603563511869506,0.31186292200912663,1.4891793151579014,46
4,6.216082264398322,56,3.174100372612971,0.5517391339336983,42,0.0001064852452241775,6.222129933656503,51,3.1675405119788933,0.35172244238011724,39,-0.0007235075167884887,0.4091767264001163,6.733345998009975,40
5,1.970028813076615,37,1.4994878447385416,0.1466720418551989,19,6.851532026079606e-05,1.9048287447204844,37,1.503967754851432,0.0857659289785289,27,0.00029414011100894696,0.40350056283267927,8.177808428448909,47
6,2.3628950847172345,47,1.502136315478169,0.17222092363414676,41,5.640538747882692e-05,2.2973638698000514,47,1.5035387894735819,0.0856573238178287,79,0.0003260809116140195,0.3453856073779824,4.402339661434332,27
7,3.7370461899384284,43,1.4216151516729394,0.4969901196799378,41,5.157742888156693e-05,3.083277471318681,43,1.4220597237239738,0.2524709291836137,36,0.00033708396482568794,0.34729654406323845,5.23304090347047,21
8,1.6040633796743942,12,1.1580240705136111,0.2294516734651808,46,3.320427276956001e-06,1.5890009260509503,6,1.1558596477497214,0.07117326913398006,42,0.0005075720029675253,0.3557800363611292,6.919145979202394,50
9,3.2941069051523364,36,2.464489178785764,0.16590946189882438,9,3.0304292745880553e-05,3.2725987589565166,54,2.460371783611667,0.09223566408918234,6,0.0013677271888405946,0.3772933895205274,6.992699664251277,59
10,4.9103038155311705,35,2.7519538865590603,0.21826460654511215,13,8.301956091648646e-05,4.566191596920342,33,2.7518207423491052,0.17259599889784727,24,-0.0008050036185187527,0.34386329592010123,6.246761909475519,36
11,2.9481742823181007,28,1.7942585596940577,0.3926249777045365,16,6.583768051443355e-05,2.867101100795239,29,1.7936617163980213,0.14030441415962158,20,-0.00024235767500404258,0.4349788648110849,7.514333512972614,42
12,4.810765245591879,58,1.997261945434666,0.4247119310534355,18,0.0005049804800431114,4.162213745543932,56,1.9924474228863878,0.21057586674350984,49,0.0009890341149357837,0.42897856382676114,5.417293772076893,46
13,1.9760703441935572,80,1.1820750496958183,0.22898152907203584,41,0.0005152134704000365,1.9719630509289758,80,1.183592202843629,0.06139639491999448,36,0.0009219367747253518,0.3333480181517424,4.775234825791582,57
14,4.929899115709425,54,2.964288515814932,0.6101620394610414,53,0.0005105419346534515,4.494031207502169,57,2.9707926292039253,0.16718331643349008,15,-0.0007452158709374508,0.4100979846200825,4.075546423188498,69
15,12.406430653582998,29,5.707280286530786,0.5471342299460886,24,0.0004801897311637049,12.014166329308976,28,5.69663642101342,0.5358454616188247,19,-0.0019360188294050618,0.2765257034772708,-3.479478648898893,33
16,3.759405375691417,36,2.2178877831414687,0.5063420171569897,35,0.0005028266147515584,3.4079648110763205,40,2.2219751322471137,0.186035244732001,31,-0.0020794484291435564,0.37845936233614696,5.13573543428751,65
17,2.4613969432064002,40,1.5935383247095576,0.3532355804780172,38,0.0004623159540273179,2.1871317462617528,43,1.5951796368658688,0.1145419551176318,35,0.0007105383238353487,0.3098572360144721,5.856313668936054,33
18,12.939680487338563,71,3.2988800554135618,2.438027158261354,71,0.0005244791162797686,9.923297011903207,67,3.3296077740773375,0.677012035694944,59,-0.01586660697800339,0.48101557036976755,-5.560672522448285,71
19,2.894314119818043,38,1.7972675287130084,0.3388953531285659,37,0.00048342611553366777,2.200129348616972,37,1.7986857961413953,0.10019392648653248,31,0.0004982258901978793,0.3451165799741392,6.228074731132509,46
20,5.041412821534715,49,2.9592807069475193,0.3698259984625416,45,0.0004969207272777862,4.971409443734401,50,2.959398171499025,0.134679949426016,43,-0.00036247814864568025,0.3089756494686927,3.2257272532658763,49
21,5.831700140046895,54,2.575298712522002,0.61957703125631,36,0.000480495757402036,5.647176484080838,52,2.576638911763105,0.3255010536253483,35,-0.0005423042317158789,0.34037473761005166,3.448629772889047,60
22,1.9753027857057717,80,1.2373637132217339,0.05557969255886808,32,0.0005057374396570589,1.9752011558256017,80,1.2389653820557276,0.052370937712128945,79,0.0011013097403918034,0.29556124887348695,6.5689412952295445,31
23,4.342431605300209,36,2.0116471357266095,0.27378472096771045,32,0.0004933454199688528,3.815818494876699,34,2.014623006712265,0.17915184581501975,26,-0.0012408503227246057,0.48794905050301257,6.556685564642012,57
