experiment_id,num_segments,avr_state_approx_error,planning_success,planning_time_ompl,planning_time_trajopt,total_planning_time,ompl_path_length,trajopt_path_length
1,4,0.006464905360809454,1,0.16905311699999997,0.445049213,0.6141023299999999,0.9664374642351427,0.6231430669595217
2,4,0.006464905360809454,1,0.136159884,0.345379115,0.481538999,0.9338604105190228,0.7325265294893994
3,4,0.006464905360809454,1,0.185464573,0.5199174249999999,0.7053819979999999,1.096842227400108,0.6840724873626395
4,4,0.006464905360809454,1,0.14705980999999999,0.512711863,0.6597716730000001,1.0215971285022922,0.6779778029408104
5,4,0.006464905360809454,1,0.196572353,0.371412352,0.567984705,0.9881402962506254,0.5636285762682202
6,4,0.006464905360809454,1,0.130215575,0.083247843,0.21346341800000002,0.7657679154661942,0.5453344258804955
7,4,0.006464905360809454,1,0.202028437,0.453139869,0.655168306,1.234895266551886,0.7085533558731857
8,4,0.006464905360809454,1,0.187578528,0.40767484200000004,0.59525337,0.8795908712744845,0.5492255758813611
9,4,0.006464905360809454,1,0.159589494,0.130453366,0.29004286,0.773876250726364,0.5491922557400551
10,4,0.006464905360809454,1,0.145956056,0.41596030100000003,0.5619163570000001,1.04685435568334,0.6658703048199096
11,4,0.006464905360809454,1,0.17389560599999998,0.136648708,0.310544314,0.6947918985718519,0.5538607810206094
12,4,0.006464905360809454,1,0.245273676,0.438343278,0.683616954,1.0454272762862618,0.5494622087487694
13,4,0.006464905360809454,1,0.16245202,0.5330339199999999,0.69548594,1.1188144538622977,0.7008035338307165
14,4,0.006464905360809454,1,0.176721402,0.72859454,0.905315942,1.3267397520855264,0.6404144103673216
15,4,0.006464905360809454,1,0.15622444,0.257705958,0.413930398,0.7311354506786211,0.5443691405118174
16,4,0.006464905360809454,1,0.17188395299999998,0.399522883,0.571406836,1.0644313454747047,0.6797953087918778
17,4,0.006464905360809454,1,0.182266182,0.410254571,0.5925207530000001,1.1841035623703318,0.6921233994539159
18,4,0.006464905360809454,1,0.15249601699999998,0.5528856919999999,0.7053817089999999,1.0480281222585848,0.6277629975647626
19,4,0.006464905360809454,1,0.173996014,0.447667775,0.621663789,1.035385132737405,0.5488254511216669
20,4,0.006464905360809454,1,0.160281179,0.107674865,0.267956044,1.0618414959575884,1.0204783895066114
21,4,0.006464905360809454,1,0.15234046699999998,0.165523982,0.317864449,0.7697789893529515,0.5522700621192306
22,4,0.006464905360809454,1,0.14756044399999999,0.380557455,0.528117899,0.9842529457589296,0.6751786850802356
23,4,0.006464905360809454,1,0.148724168,0.37527089999999996,0.523995068,1.1051399592408038,0.6934068263372564
24,4,0.006464905360809454,1,0.169814045,0.781199926,0.951013971,1.1801197210326324,0.7030263994590599
25,4,0.006464905360809454,1,0.133453166,0.595272786,0.728725952,1.0449255759572311,0.6851798664721288
26,4,0.006464905360809454,1,0.169212755,0.342177842,0.511390597,1.0371049039299014,0.6292474123649301
27,4,0.006464905360809454,1,0.107665531,0.397045189,0.5047107200000001,0.6993509698372556,0.5586966549096634
28,4,0.006464905360809454,1,0.181413617,0.24275339099999999,0.42416700799999996,1.1011040345518384,1.0783706613341815
29,4,0.006464905360809454,1,0.12466809100000001,0.6109597099999999,0.7356278009999999,0.992679140111551,0.6284983797947898
30,4,0.006464905360809454,1,0.15464863099999998,0.311094829,0.46574346,0.7008115710148332,0.5431597110030681
31,4,0.006464905360809454,1,0.253213829,0.343366713,0.596580542,1.2284848071372974,0.6228598262753892
32,4,0.006464905360809454,1,0.205438181,0.6087035959999999,0.8141417769999999,1.2480653535492943,0.7027189598056781
33,4,0.006464905360809454,1,0.176607638,0.454058181,0.6306658190000001,1.1732559748170297,0.6674843987074972
34,4,0.006464905360809454,1,0.15100433000000002,0.616974645,0.767978975,1.070750715492725,0.6338014107143933
35,4,0.006464905360809454,1,0.11087707100000001,0.31567456299999996,0.42655163399999996,0.8581452281565262,0.5530146399987258
36,4,0.006464905360809454,1,0.20489927700000002,0.544864332,0.7497636089999999,1.282512152850829,0.6362371756385402
37,4,0.006464905360809454,1,0.167301451,0.23947469100000002,0.406776142,1.1643149344047952,0.7077035234691266
38,4,0.006464905360809454,1,0.167001881,0.39987815,0.566880031,0.9983398103373728,0.7493140500850481
39,4,0.006464905360809454,1,0.202076333,0.827709161,1.029785494,1.2630627270618635,0.6422237601293406
40,4,0.006464905360809454,1,0.174018172,0.499440611,0.673458783,1.092666591854928,0.6505842637449462
41,4,0.006464905360809454,1,0.130260826,0.382083889,0.512344715,1.0163867783934137,0.6570818694578989
42,4,0.006464905360809454,1,0.17536473,0.091153681,0.266518411,0.761427627060987,0.5478636461890732
43,4,0.006464905360809454,1,0.21824379400000002,0.348913068,0.567156862,0.9372082951080435,0.8649087251810026
44,4,0.006464905360809454,1,0.152199907,0.440489369,0.592689276,1.0968102221019194,0.6908259064556926
45,4,0.006464905360809454,1,0.125837262,0.321497662,0.447334924,0.6304076450912385,0.551940297770203
46,4,0.006464905360809454,1,0.136619313,0.333944566,0.47056387899999996,0.8009150512620554,0.5527070353376005
47,4,0.006464905360809454,1,0.15128126800000002,0.44824782199999996,0.59952909,1.158022773975376,0.6890315207093639
48,4,0.006464905360809454,1,0.20030795699999998,0.38828961700000003,0.588597574,1.045789839425158,0.7106194848515003
49,4,0.006464905360809454,1,0.163247408,0.638541296,0.801788704,1.3388751017576859,0.7828787401626469
50,4,0.006464905360809454,1,0.19268375199999999,0.397811665,0.590495417,0.8270702044232121,0.560342565504988
51,4,0.006464905360809454,1,0.13279550399999998,0.36835695500000004,0.501152459,0.9694670047578522,0.6325283653642412
