experiment_id,peak_err,peak_err_waypoint_idx,avr_err,peak_err_change,peak_err_change_idx,avr_err_change,smoothed_peak_err,smoothed_peak_err_waypoint_idx,smoothed_avr_err,peak_err_change_on_smoothed,peak_err_change_idx_on_smoothed,avr_err_change_on_smoothed,scoring_duration_per_waypoint,min_distance,min_distance_idx
1,26.93013271878365,21,13.756346639228711,1.536968566432921,4,0.1821226341316157,26.62037257819355,20,13.7383772965632,1.514225783931363,6,0.18039517525700047,0.6688524970301876,3.625564279473208,44
2,37.19406927256506,18,20.418983571105862,2.2275396722938616,4,0.17788963823851756,35.36047139755985,18,20.38150300570734,2.257825606240781,7,0.17352160499521424,0.6813257888511375,-1.0572685390314402,48
3,79.96605603165696,34,35.3970885303529,2.943834177258779,21,0.18386754015999413,80.2363575548294,34,35.37409532357237,2.835035126962073,19,0.18002828881019797,0.6647701646074836,-4.9362794831794785,31
4,36.39746438031777,19,16.39179447140989,2.5855873245293335,73,0.18826318095554254,35.43615043108389,16,16.306590495995327,2.406889348229247,7,0.19699968350333363,0.8275576285374018,-3.0897139246248013,62
5,20.059668150278874,46,12.641369213416363,8.075978998882821,30,0.1943971009896913,20.390248089248026,38,12.663092306598005,1.3996127574296808,0,0.2168441508665894,0.7847646283514705,1.384180467699699,54
6,35.58327146369948,42,18.549071343420746,2.118829224072657,28,0.1919913174137969,35.46555101892599,44,18.486402465906874,2.159833204925322,30,0.21047001614352726,0.7634176030571078,-13.305880104535841,44
7,35.266395753839575,28,21.282087159332974,1.6355092812852385,3,0.18343896031720633,34.829311183149244,27,21.26375882365193,1.5698118459309085,0,0.1845076723868168,0.6599412906317064,0.5672725302325599,49
8,39.016044409056,23,18.314162033198652,1.9038793136219763,53,0.18472677910233776,38.370543990831194,22,18.28937769212215,1.9864272693444474,10,0.17997578490783545,0.6567537725707631,7.558351671129196,61
9,88.05240463675213,38,36.431348490587716,3.0270377849480283,22,0.17163780036843118,89.61688067975264,36,36.41393315985273,2.9383951749504718,19,0.16101966725767314,0.6273070941736669,-40.97923484485526,35
10,82.58248010128041,32,34.64276970552087,3.2815471976736745,46,0.1769010983374603,83.41546058849369,31,34.60921819487337,3.1398371093379867,14,0.1662843848872294,0.6312001899436668,-101.88971200205926,29
11,50.30250668240611,42,22.765244609461856,3.8372135200766397,20,0.18958990249903157,48.32538722688314,44,22.82636180894654,2.0111539767688487,35,0.20212422124128473,0.8875583277808295,-10.760043224635245,65
12,83.9926229789027,35,31.127974322156582,2.9814163220314853,21,0.1785325171912724,83.9263170905219,32,31.100683934136136,3.179771687373836,24,0.17163285227390151,0.6342583880012418,0.6339547641655372,33
13,59.35799178745172,26,22.671437206555304,2.6704288774395835,19,0.18074227544080468,58.142346146461655,25,22.598502437885234,2.8287950911036615,14,0.17644304305076802,0.6245124840442046,4.761857205271957,59
14,32.65155139305166,46,16.788860380517665,2.3119902418478686,3,0.1831775532689298,30.215461185233206,45,16.731827530048726,2.4852635554673084,4,0.17381045515748744,0.8061722561165139,-2.1099600898012367,48
15,53.517315922646674,27,30.00945692066759,2.1749132216247133,18,0.18367369972263503,52.60856947839059,27,29.998375856517047,2.2328694843131425,13,0.17766235783645376,0.638021778177332,-81.98412438824577,60
16,23.853986101213476,22,18.39649277795166,1.6289863923421288,4,0.18542089695881156,23.74500725164907,21,18.38925600917916,1.5619258574498385,2,0.1884791905857563,0.6847017341189914,-7.763879320400957,50
17,78.68273867162381,35,33.3700197817827,2.8256038511082124,22,0.16608939571387407,77.99083478907266,32,33.39095657479925,2.9534431605409726,24,0.15562996197176032,0.6231964694129096,-5.334429975207343,68
18,86.32638686263968,36,37.82303696473636,3.0745607876319525,21,0.1717425007390352,87.014089444411,36,37.81954807517751,3.045364778646153,19,0.1581538168895062,0.6296550580012945,-61.838447976450766,32
19,23.910283613638914,70,13.452715927128004,2.9862846662661227,58,0.1837807723388399,23.882147664600193,69,13.509283921223922,1.5263562674687345,57,0.18491481398350837,0.6901193430394302,1.121912134433437,43
20,18.66796285322105,80,10.274672982620132,0.7487835533165708,3,0.1864330071609259,18.624541330072475,80,10.334803182730376,1.064203904252637,0,0.19488397241844738,0.6417474246319429,5.240685446396999,60
