experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.004848789450645813,38.678065730959965,49.640538215,0.9981553232822529,0,2024-09-28-22-33-10,9.519914940724659e-05,0,0,0.5566080556659622
2,1,1,1,-9.64155691865037e-07,37.936263539640734,111.423730373,0.9976332587250496,0,2024-09-28-22-34-23,0.00012478795796970403,0,0,0.7081830558448571
3,1,1,1,0.0082498796072164,38.55837683602808,49.742757797,0.9981980774512186,0,2024-09-28-22-37-01,9.647841528466121e-05,0,0,0.5694457372256833
4,1,1,1,0.008656017926383817,38.04473635292712,52.175417424,0.9988025586508201,0,2024-09-28-22-38-14,0.0001097231043737776,0,0,0.5187324909567509
5,1,1,1,0.0019374132275906376,38.12832317020675,108.659381151,0.998715629874432,0,2024-09-28-22-39-30,0.00011868988220681586,0,0,0.7422035579920933
6,1,1,1,0.003506790369751885,38.006795058553976,84.748003483,0.9985607180346548,0,2024-09-28-22-42-03,0.00012793984129446073,0,0,0.9751866362462449
7,1,1,1,0.0010949315119262515,38.008074303294705,88.902162552,0.9986382281369478,0,2024-09-28-22-44-04,0.00012416966666065285,0,0,0.8970116342187214
8,1,1,1,0.0014159689297967174,37.51659947759764,121.146374226,0.9988363787343059,0,2024-09-28-22-46-11,0.00012150069030479641,0,0,0.8490703775961972
9,1,1,1,-2.8545622157737536e-06,38.13226446581356,159.654824734,0.9780243815475125,0,2024-09-28-22-49-02,0.00011806679293258902,1,1,0.8122952803828204
10,1,1,1,0.0014127807729125926,37.72686848325357,147.295554161,0.9990782708912961,0,2024-09-28-22-52-47,0.00011978118874321504,0,0,0.7711543632126382
11,1,1,1,-1.6881225614322076e-06,37.41543863656739,158.811448336,0.9988182717570622,0,2024-09-28-22-56-13,0.00012068300751046913,0,0,0.8866855257495846
12,1,1,1,-1.238917187133541e-06,37.80939551863592,148.7725451,0.9784433976397879,0,2024-09-28-22-59-57,0.00011219670714398505,1,1,0.7865012725031336
13,1,1,1,-1.7456454579201932e-06,37.75346807812332,113.843845845,0.9983294838470707,0,2024-09-28-23-03-25,0.00011288942712041259,0,0,0.8548217257495919
14,1,1,1,0.0007003630944679794,37.21764981216952,111.936138392,0.9977622538372847,0,2024-09-28-23-06-07,0.00011584505146681902,0,0,0.7161642870493666
15,1,1,1,-8.07668793950119e-07,37.318623499927085,177.686082125,0.9981037919425453,0,2024-09-28-23-08-44,0.0001278461893615684,0,0,0.8031641651385787
16,1,1,1,0.0005416517062783535,37.698556563718434,125.30983758,0.9738465445546769,0,2024-09-28-23-12-53,0.00011251548397197589,1,1,0.9425025737151769
17,1,1,1,-2.4025521402705865e-06,37.13400265002994,180.373768568,0.9809658637489514,0,2024-09-28-23-15-50,0.00013476553937272353,1,1,0.9697990750155641
18,1,1,1,-8.895459131917455e-07,37.59571145303288,126.583586693,0.9738529029211382,0,2024-09-28-23-20-03,0.00013860567001078912,1,1,0.8168596774597033
19,1,1,1,-9.886988710004527e-07,36.59951787902795,132.187533617,0.9982756489652278,0,2024-09-28-23-23-01,0.0001190737157361636,0,0,0.6932714641100449
20,1,1,1,-1.004794599089345e-06,37.15919287587517,121.315875053,0.9984699388634799,0,2024-09-28-23-26-07,0.0001208260982068361,0,0,0.6951866395762824
