experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.00893498095700518,37.43243293848824,54.150901795,0.983981787946194,0,2024-09-11-17-54-08,0.000164441120019666,0,0,1.0155665359739656
2,1,1,1,0.001964461517780703,34.8929677894059,74.714195013,0.9772410962405019,0,2024-09-11-17-55-30,0.00017494152381595864,0,0,0.9790000512125031
3,1,1,1,0.005026640177160135,35.48027242009586,56.453907013,0.9863155185130038,0,2024-09-11-17-57-20,0.00011066197554884799,0,0,1.1746125951996997
4,1,1,1,0.005872970837016096,34.44059293212812,64.342678547,0.9850767159625612,0,2024-09-11-17-58-44,0.00010725624031943755,0,0,1.1775293410521213
5,1,1,1,0.005555802915400425,34.71942620863205,56.078115701,0.9830063320741802,0,2024-09-11-18-00-19,0.00014848932173071235,0,0,1.0724032984420944
6,1,1,1,0.008547348204903701,34.62492928978236,54.584949017,0.9839134139272692,0,2024-09-11-18-01-42,0.00015153131789219534,0,0,1.0560835843828513
7,1,1,1,0.009406633659100124,34.544243035505346,56.941470623,0.984506800081879,0,2024-09-11-18-03-04,8.811420494452674e-05,0,0,1.226567788735377
8,1,1,1,0.009582909207405964,34.61932123843228,51.705230951,0.983295635288034,0,2024-09-11-18-04-29,0.00013334537783096933,0,0,1.0820507127834817
9,1,1,1,0.012747200529978797,34.74968198309246,51.079604149,0.9813860602939587,0,2024-09-11-18-05-46,0.00015370475364882047,0,0,1.0297908921158645
10,1,1,1,0.004670794695213084,33.87678112010766,57.325399161,0.9847318975943518,0,2024-09-11-18-07-02,0.0001396522424510204,0,0,1.1053861011424093
11,1,1,1,0.0032876741800678235,34.81451195268558,50.754696846,0.9830079315299188,0,2024-09-11-18-08-28,0.00015950369718722066,0,0,1.0496360601090269
12,1,1,1,0.010513781663707903,35.649190299503005,58.598806381,0.9775635723945226,0,2024-09-11-18-09-44,0.00012243880799840004,0,0,1.1297875729566038
13,1,1,1,0.00691911937357943,34.35864719058551,52.592291832,0.9835667290319456,0,2024-09-11-18-11-11,0.00011142637211999848,0,0,1.179526125831693
14,1,1,1,0.012603042245931988,35.08602510303944,49.734901428,0.9835669330280384,0,2024-09-11-18-12-30,0.00013616013150296666,0,0,1.0942693499450389
15,1,1,1,0.00578978860089705,34.03522359566211,56.647196531,0.9837115497729463,0,2024-09-11-18-13-45,0.00015453686366649776,0,0,1.0643754149807083
16,1,1,1,0.012354696215542743,34.99893556236258,53.83020854,0.9820418326774332,0,2024-09-11-18-15-10,0.00015801806050717358,0,0,1.034026330731108
