experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.0021198635949124696,24.37904676677375,88.723731518,0.9888045566778273,0,2024-09-09-15-02-30,0.00031524008342581356,0,0,1.3799642600993771
2,1,1,1,0.0036711568218633513,26.172748719553876,107.860279799,0.9767547163214416,0,2024-09-09-20-48-57,0.0001843894899380356,0,0,2.588586798461247
3,1,1,1,0.006040894678827478,26.20126533162803,132.398185969,0.9852486737138351,0,2024-09-09-20-51-29,0.00015974303112406335,0,0,2.1613301194170447
4,1,1,1,0.0036247981096981935,26.780912718425096,160.375415325,0.9871381820503057,0,2024-09-09-20-54-36,0.0001875849723038892,0,0,2.629979586838887
5,1,1,1,0.004471595288703071,25.72877325364648,133.158311367,0.9768573065408964,0,2024-09-09-20-58-19,0.0001254071223462404,0,0,1.9546361361358808
6,1,1,1,0.006681798874705844,24.642615848067052,84.284883261,0.9882838483193891,0,2024-09-09-21-01-24,0.0002273416571377741,0,0,1.2995240441519398
7,1,1,1,0.004983699779089705,25.62001536909093,113.895325899,0.9903768646178016,0,2024-09-09-21-03-24,0.00018953405591472567,0,0,1.9782121153016596
8,1,1,1,0.0020648996620540486,24.87811011500111,95.304666996,0.9858126294171112,0,2024-09-09-21-06-06,0.0002107516193950101,0,0,1.8088044874147446
9,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
10,1,1,1,0.004895980114340787,26.921909337763587,162.618480921,0.98807687113348,0,2024-09-09-21-08-22,0.00022362205609864028,0,0,2.34249420025623
11,1,1,1,0.004968459191733501,25.904573535174034,115.578046322,0.9798282338810644,0,2024-09-09-21-12-09,0.00020655415534175632,0,0,1.7406657801824474
12,1,1,1,0.007573045113536539,25.791542027492355,121.43515873,0.9840896380446675,0,2024-09-09-21-14-52,0.0001673271608412263,0,0,2.0404957656288434
