experiment_id,num_segments,avr_state_approx_error,planning_success,dlo_simplification_time,urdf_generation_time,planning_time_ompl,planning_time_trajopt,total_planning_time,total_process_time,ompl_path_length,trajopt_path_length
1,5,0.0031644661119339126,1,0.042050985,0.019201329,0.8918484200000001,1.293953801,2.1858022210000003,2.247054535,1.0486526571678636,1.0274905734558157
2,5,0.0031644661119339126,1,0.023171986,0.009494275,1.181082324,0.993620277,2.174702601,2.207368862,1.9079355271586236,2.0123091759253953
3,5,0.0031644661119339126,1,0.023070268999999997,0.009465841,1.616132335,0.8383013079999999,2.4544336429999998,2.486969753,1.9506290695703765,1.8638103614683998
4,5,0.0031644661119339126,1,0.023039849,0.009457817,1.660246835,1.394212976,3.054459811,3.086957477,2.125098795464235,2.130565402334332
5,5,0.0031644661119339126,1,0.023600704,0.054960137000000006,1.0405725110000001,0.9441765719999999,1.984749083,2.063309924,1.6001492761269833,1.6379619990398353
6,5,0.0031644661119339126,1,0.02248199,0.009101822,0.860250846,1.0465168200000001,1.9067676660000001,1.9383514780000002,1.1142816081928004,1.0526810991751676
7,5,0.0031644661119339126,1,0.022417613,0.037740659999999995,1.261295462,0.895523684,2.156819146,2.216977419,1.77854178192072,1.6736338896347434
8,5,0.0031644661119339126,1,0.023141596,0.052345939,1.012930549,1.088559475,2.1014900240000003,2.1769775590000005,1.4941611420379879,1.395017225937156
9,5,0.0031644661119339126,0,0.023386678,0.009596757999999999,1.8171073850000001,4.300204691,6.117312076,6.1502955120000005,0.0,0.0
10,5,0.0031644661119339126,1,0.022474417,0.009103268,2.757847966,0.8267174979999999,3.5845654639999998,3.6161431489999996,1.8315554283632298,1.8239417701797926
11,5,0.0031644661119339126,1,0.023076981000000003,0.009149290000000001,1.3627628950000001,0.653310477,2.016073372,2.048299643,1.5358097957109145,1.4878262341495379
12,5,0.0031644661119339126,1,0.022582407999999998,0.009518343,1.408044129,0.8566194699999999,2.264663599,2.29676435,1.7822249793647813,1.7222454635942566
13,5,0.0031644661119339126,1,0.022463958,0.009205989000000001,1.702964213,1.1771738049999998,2.880138018,2.911807965,1.7803863073701212,1.33436528770419
14,5,0.0031644661119339126,0,0.022416308,0.009126852,1.276075469,5.4508923320000005,6.726967801000001,6.758510961000001,0.0,0.0
15,5,0.0031644661119339126,1,0.022483926,0.00940582,1.094429412,0.8833992970000001,1.9778287090000002,2.0097184550000002,1.6429339523495752,1.5481714750725029
16,5,0.0031644661119339126,1,0.022413388,0.009048162,1.5792666739999999,1.908811053,3.488077727,3.519539277,2.0171897275852544,1.8121173541761344
17,5,0.0031644661119339126,1,0.023113020999999997,0.009250556,1.2966030270000002,0.929028453,2.22563148,2.257995057,1.5593106004147412,1.5580867434291938
