experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.011777571194148344,40.46767092769858,48.656123638,0.9841655224363047,0,2024-09-09-15-21-42,0.00012004305901403897,0,0,1.0702966694858844
2,1,1,1,0.005140401689575039,38.152290001176375,52.002120972,0.9856057133721252,0,2024-09-09-18-06-53,0.00012068443408542571,0,0,1.0424517928486259
3,1,1,1,0.010894503231334415,38.693493002942475,40.471921206,0.9666470179981914,0,2024-09-09-18-08-04,0.00011407983987100734,0,0,0.7691542248018317
4,1,1,1,0.01388334081272767,37.248299302798756,46.92831707,0.9841719440531794,0,2024-09-09-18-09-00,0.00011889989642853336,0,0,1.0339217112103707
5,1,1,1,0.01172633975674168,37.342637687663014,48.04159832,0.9837266736262312,0,2024-09-09-18-10-04,0.00011377582246351227,0,0,1.219632746555689
6,1,1,1,0.005103490580295797,37.04973338923537,48.745290041,0.9856632578796631,0,2024-09-09-18-11-09,0.0001349407450309364,0,0,0.9930393249788839
7,1,1,1,0.011767474321921042,36.716532429012865,54.062839508,0.976688396124389,0,2024-09-09-18-12-16,0.0001371950268302628,0,0,1.0780682204019143
8,1,1,1,0.007489747382259203,36.853945074123764,49.736873388,0.9854259386321736,0,2024-09-09-18-13-30,0.00012001202152632699,0,0,1.0647423772873956
9,1,1,1,0.011403069771557571,36.89833795542086,48.294858217,0.9852807258921976,0,2024-09-09-18-14-38,0.0001262667163779967,0,0,1.1031385378872869
10,1,1,1,0.009299713639271583,36.27173444677948,48.164225578,0.985330082324766,0,2024-09-09-18-15-44,0.00012062544732176758,0,0,1.0223582982734216
11,1,1,1,0.011909696635787103,36.975402239111276,50.465982437,0.9859665305530897,0,2024-09-09-18-16-50,0.00011447088694209561,0,0,1.3139277953498008
12,1,1,1,0.006131620907425346,36.991646230526655,49.578761339,0.9859943232811198,0,2024-09-09-18-17-58,0.00014815232916395177,0,0,1.0808552579179713
13,1,1,1,0.011824439910976847,38.115662877022096,45.361929178,0.9821215684874687,0,2024-09-09-18-19-07,0.00011032268616052039,0,0,1.046323263056335
14,1,1,1,0.005182489410694817,36.05280660084133,53.005582094,0.9862253242683736,0,2024-09-09-18-20-09,0.00012222564296995346,0,0,0.9935237919511941
15,1,1,1,0.012182045466837758,36.77083394966357,51.589800835,0.9785144850554643,0,2024-09-09-18-21-20,0.00010275416946293111,0,0,1.167812594223593
16,1,1,1,0.005422792176369661,37.690173882652424,46.829181672,0.9825555798517759,0,2024-09-09-18-22-31,0.00012338573317597558,0,0,0.9175951875330806
17,1,1,1,0.0051282300866528005,36.52087669158696,51.614314079,0.9847049964529221,0,2024-09-09-18-23-36,0.00013553235475249252,0,0,1.1474952189792507
18,1,1,1,0.00929935537938141,36.14228161961412,55.641202212,0.9870122652519178,0,2024-09-09-18-24-46,0.00012637636046674202,0,0,1.1665534718322654
19,1,1,1,0.00985090590116083,36.19813484476631,54.45031929,0.984467539859156,0,2024-09-09-18-26-02,0.00013005343380670766,0,0,0.9841305671242595
20,1,1,1,0.011226016786524642,36.98107998587806,49.349559307,0.9781151157901821,0,2024-09-09-18-27-17,0.00012876190314054897,0,0,0.9278911962446671
21,1,1,1,0.004605554543579623,36.514713400296664,49.486900806,0.9849980070861554,0,2024-09-09-18-28-25,0.00013442909038424556,0,0,0.9505368515693992
22,1,1,1,0.006994116872054777,36.811990238824556,54.275794029,0.9865024354065144,0,2024-09-09-18-29-32,0.0001305567209539071,0,0,1.1260364095913635
23,1,1,1,0.009653746633290891,36.9898020006215,45.03944087,0.9827092482279776,0,2024-09-09-18-30-45,0.00012966461091945948,0,0,1.042690025654972
24,1,1,1,0.011062466176778233,36.66477030790174,48.084305048,0.9861436325507688,0,2024-09-09-18-31-47,0.0001244571378065468,0,0,1.110573114548868
25,1,1,1,0.009537203311202867,37.88682750142663,41.439204693,0.9807017411266556,0,2024-09-09-18-32-53,0.00011232240298205108,0,0,0.7649598936895871
26,1,1,1,0.008234763681305223,36.62608654543157,43.220560789,0.9841949247607337,0,2024-09-09-18-33-50,0.00012035249334809511,0,0,0.9029454283209447
27,1,1,1,0.0038500732044201525,37.67562426379605,44.803504467,0.9821933026115439,0,2024-09-09-18-34-49,0.00014965162593916036,0,0,1.1049973381281146
28,1,1,1,0.0034296868734574105,35.87914731404566,50.475001096,0.9839232237876908,0,2024-09-09-18-35-52,0.00011465809483486728,0,0,1.0072826393990175
29,1,1,1,0.007170507020261547,35.95773122929611,52.0055058,0.9826063958217293,0,2024-09-09-18-37-00,0.00012434857382532144,0,0,0.945384165180777
30,1,1,1,0.007606067815897123,36.12852893758905,47.967632532,0.9841124494869841,0,2024-09-09-18-38-11,0.00012863797514783972,0,0,0.9539013766745317
31,1,1,1,0.0049858765835960545,36.01715414957135,51.447707176,0.9845827221258463,0,2024-09-09-18-39-16,0.00012015169960603181,0,0,0.9802436892992983
32,1,1,1,0.004869886272183069,36.44009249171479,45.609104872,0.9861933652387823,0,2024-09-09-18-40-26,0.00013290585360879127,0,0,0.9283142397279369
33,1,1,1,0.0058047146969234745,36.19491314649536,49.620232344,0.985113285928611,0,2024-09-09-18-41-29,0.00013477611827794145,0,0,1.1351593454441467
34,1,1,1,0.004989501787015355,36.32647377879996,49.880976916,0.9859256069030432,0,2024-09-09-18-42-36,0.00012472211549878641,0,0,1.054096455810835
35,1,1,1,0.005093807179257942,37.143141596810814,51.09960866,0.9738769476829794,0,2024-09-09-18-43-44,0.00012681083197278284,0,0,0.8610164496539788
36,1,1,1,0.012897859018227336,35.38702682945199,62.000122547,0.9837709792821617,0,2024-09-09-18-44-54,9.693216895983031e-05,0,0,1.368902169184591
37,1,1,1,0.007311066078346908,35.72940358383679,48.783349991,0.986083996113332,0,2024-09-09-18-46-17,0.00013354007587795244,0,0,1.1027638315207693
38,1,1,1,0.005925374574796954,36.97673339098294,51.491838932,0.9861031071417412,0,2024-09-09-18-47-23,0.0001249209245899664,0,0,1.3861814731086
39,1,1,1,0.006541004430649866,35.49223382806706,56.434881211,0.9868045064384277,0,2024-09-09-18-48-33,0.00010523810515504378,0,0,1.0828848809302025
40,1,1,1,0.0191286135936726,37.580896454684506,45.076093436,0.9776475700545771,0,2024-09-09-18-49-49,0.00012074695838963477,0,0,0.9222673817127888
41,1,1,1,0.008640490715106506,36.12928806068224,52.976410628,0.9868099746459552,0,2024-09-09-18-50-51,0.00014036584530321275,0,0,1.20229405265212
42,1,1,1,0.006491161395332571,36.07750881000579,46.178354741,0.9844086972144086,0,2024-09-09-18-52-03,0.00012189058498472723,0,0,0.908573267329011
43,1,1,1,0.013462496350478621,37.534652109675555,42.280930042,0.9763965643689532,0,2024-09-09-18-53-06,0.00013004161563983814,0,0,0.8579053761333469
44,1,1,1,0.003932137871715929,35.58705123163327,51.619899273,0.9857886992564725,0,2024-09-09-18-54-05,0.00012686782506756366,0,0,0.932721512099128
45,1,1,1,0.014914932615305465,36.08235687255868,53.073029757,0.984375420294299,0,2024-09-09-18-55-14,0.0001241906311229028,0,0,1.2699764398866389
46,1,1,1,0.008170682654262577,35.85994547824179,55.939850807,0.9866702334770615,0,2024-09-09-18-56-27,0.00013042788540257446,0,0,1.1667814405128885
47,1,1,1,0.010543693116780611,36.59865795654354,46.258526802,0.9834428667856637,0,2024-09-09-18-57-42,0.00012522541547737881,0,0,0.9313120765122213
48,1,1,1,0.013546312862673592,36.80032300262631,52.363670826,0.9861199398195901,0,2024-09-09-18-58-45,0.00013210901819495733,0,0,1.2298783872898413
49,1,1,1,0.00749442227749158,35.229634139903496,61.56748581,0.9869451120778683,0,2024-09-09-18-59-56,0.0001300398477492886,0,0,1.22323727628401
50,1,1,1,0.008920808329371954,35.33504611924738,57.280242204,0.9866008537767671,0,2024-09-09-19-01-18,9.291823731542514e-05,0,0,1.2096453809209706
51,1,1,1,0.004380613833107742,36.5468825342986,56.530129432,0.9843541320973171,0,2024-09-09-19-02-35,0.00011903693495423548,0,0,1.167237798456205
52,1,1,1,0.010498811470691436,35.48553288150587,48.949525594,0.9851485824318297,0,2024-09-09-19-03-52,0.00011542680181404229,0,0,1.0220422493965386
53,1,1,1,0.005200883383439839,35.74523712285351,58.161594868,0.9873030592446935,0,2024-09-09-19-04-59,0.00011569256568370369,0,0,1.0874510768803998
54,1,1,1,0.011311528464603702,36.52584702340058,43.94148612,0.9836463240106789,0,2024-09-09-19-06-18,0.0001071140649694241,0,0,0.8619720943059018
55,1,1,1,0.00814123445399544,35.59814898083663,59.16037941,0.986030194108032,0,2024-09-09-19-07-18,0.00012204050972289862,0,0,1.1993106702779457
56,1,1,1,0.006028181401413971,36.05275865052728,45.211519479,0.9852132246284343,0,2024-09-09-19-08-38,0.00012127617660955127,0,0,0.9203348203614242
57,1,1,1,0.006929782096057388,36.039707919309805,49.778427839,0.9845920045124209,0,2024-09-09-19-09-40,0.00012050189434077756,0,0,1.0180788167242465
58,1,1,1,0.0068635765982176375,36.51638089135523,48.936941624,0.986017533633509,0,2024-09-09-19-10-48,0.00011353139433079757,0,0,1.143312758360804
59,1,1,1,0.007323496894297351,36.59307120241802,54.217914343,0.9869076806039355,0,2024-09-09-19-11-55,0.000128146235129852,0,0,1.2549048880550728
60,1,1,1,0.004849767248808952,36.12973439827669,70.523629427,0.9858808161441626,0,2024-09-09-19-13-09,0.00011073514315143084,0,0,1.610540867254875
61,1,1,1,0.009435670560609415,35.46487062533311,59.382706404,0.9844709047128037,0,2024-09-09-19-14-43,0.00012862014507137673,0,0,1.2545752316224326
62,1,1,1,0.007460248798873276,34.78460789740001,71.43964386,0.9859310246735757,0,2024-09-09-19-16-02,0.00010029283841451542,0,0,1.3320545766758487
63,1,1,1,0.0038984074762368776,35.730708557667775,53.819251776,0.9860418548353831,0,2024-09-09-19-17-38,0.00011822659948338198,0,0,1.0960456201408049
64,1,1,1,0.006320779235381912,35.718646359179395,56.637084722,0.9868393236669086,0,2024-09-09-19-18-50,0.00011866402104686515,0,0,1.119217510292198
65,1,1,1,0.018348928831059264,36.53170926988751,43.551206111,0.9807618943351238,0,2024-09-09-19-20-07,0.0001198310426623217,0,0,0.9156255213572905
66,1,1,1,0.00784697911666921,35.12538303517924,51.700503826,0.9843134267832376,0,2024-09-09-19-21-08,0.00013374824911688537,0,0,1.1155128462650648
67,1,1,1,0.0066691277344904844,35.787053553127286,50.046031237,0.9859515988820522,0,2024-09-09-19-22-18,0.0001309527676546781,0,0,1.051717207449407
68,1,1,1,0.009629176745286879,36.130727392320495,55.188482046,0.9849035474195386,0,2024-09-09-19-23-27,0.00014287595728749753,0,0,1.1607114047010108
69,1,1,1,0.005892577412731329,36.216171393854964,57.156787157,0.9867040622711474,0,2024-09-09-19-24-41,0.0001169207191260043,0,0,1.2230684070371838
70,1,1,1,0.010482249300327496,35.61916268027241,43.96509862,0.9775284058691942,0,2024-09-09-19-25-59,0.00010605009034722833,0,0,1.0267975463690544
71,1,1,1,0.009227152781607215,35.40513539902606,46.74463129,0.985046033693504,0,2024-09-09-19-26-59,0.0001280317230108677,0,0,1.0117233205764797
