experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.0032294066058961477,31.931884781945424,97.98983121,0.99855643575735,0,2024-09-29-12-49-44,0.0001810667184900923,0,0,0.8481788206242366
2,1,1,1,0.0002672449710388826,30.795325582322445,141.385093928,0.9985082225273396,0,2024-09-29-12-52-09,0.00014489500054049083,0,0,0.8632062751148619
3,1,1,1,0.0014636966889774157,33.37517704129701,157.84185934,0.9218621703502565,0,2024-09-29-12-55-36,0.00010963761882149916,1,1,1.1397739911923244
4,1,1,1,-1.8011695478388254e-06,30.67275117375174,230.758563518,0.9985981110111467,0,2024-09-29-15-11-11,0.00019206466467644093,0,0,1.2186738811875097
5,1,1,1,0.0016456703215568837,34.180649986825195,142.419760943,0.9984671380593606,0,2024-09-29-13-06-15,0.000261058122336489,0,0,1.5293957308900057
6,1,1,1,-1.7041392735372478e-09,31.734435825201714,237.061091662,0.9987764686779271,0,2024-09-29-13-09-42,0.000199959301394022,0,0,1.2164444440982776
7,1,1,1,0.0007770038240312492,30.48003612472351,109.61273098,0.9982612568747367,0,2024-09-29-13-15-26,0.0001361739093391625,0,0,0.8607589643903246
8,1,1,1,0.0012450074533344197,33.09950111554293,220.788826227,0.9013843812680365,0,2024-09-29-13-18-08,0.00025702571520168555,1,1,1.4073862693176389
9,1,1,1,-1.816291496345573e-06,30.50481234516443,170.858287572,0.9984121554151006,0,2024-09-29-13-23-29,0.00012082893151452508,0,0,0.8796604315305924
10,1,1,1,0.0006205081338612754,32.73270842453173,129.870096445,0.9177539877956408,0,2024-09-29-13-27-39,0.0001318774088610914,1,1,0.9949715301414855
11,1,1,1,2.6703887213676708e-09,31.21350929639416,270.427779198,0.9988901799446622,0,2024-09-29-13-30-50,0.0002385114158791619,0,0,1.667735855119587
12,1,1,1,-2.598804479263819e-08,30.545458825560544,111.080341578,0.9981690076521913,0,2024-09-29-13-37-21,0.0001240756072786981,0,0,0.7761633547191163
13,1,1,1,0.003028156950690294,30.25926367627051,91.310880184,0.9980818208488236,0,2024-09-29-13-40-04,0.0001522970195503498,0,0,0.6986952838748817
14,1,1,1,-0.0016857313266101736,32.152163233758294,258.147482633,0.9319435628015397,0,2024-09-29-14-49-23,0.00011395636516928627,1,1,1.466693384069698
15,1,1,1,0.000333071430361649,32.32915216359179,212.501706362,0.8772709921425241,0,2024-09-29-14-55-37,0.0001787536234145985,1,1,1.1949661040962403
16,1,1,1,-2.8395874959481017e-07,33.82077258128102,181.249555588,0.8686465024599617,0,2024-09-29-15-00-46,0.00014562254108332445,1,2,1.7113995470207246
17,1,1,1,9.727177547652277e-06,31.84038717576783,116.016177178,0.9027086294733575,0,2024-09-29-15-31-05,0.00015341730895318865,1,1,0.9802668357692781
18,1,1,1,0.0012167055006357635,32.245761364850665,247.691468954,0.9120856473792199,0,2024-09-29-15-16-46,0.00018973642394497312,1,1,1.26943591659143
19,1,1,1,0.00231564790942212,29.543816838717124,114.406341552,0.9985638921720356,0,2024-09-29-15-22-45,0.00020607576763847731,0,0,0.8560011658916706
20,1,1,1,0.005263397364367803,29.540432400111055,89.910667658,0.9984142139164804,0,2024-09-29-15-25-32,0.00019447045322178568,0,0,0.7493846003608278
