experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.0007239251233874985,37.69696152609995,230.814358711,0.9822867459737163,0,2024-09-29-21-39-00,9.48807667554029e-05,1,1,1.2138184144057613
2,1,1,1,0.0005791134891493366,36.1682762289741,196.5811131,0.9821117945915508,0,2024-09-29-21-44-28,8.779874070336888e-05,1,1,1.5473209515787418
3,1,1,1,0.0005861806668578667,36.921346981567254,182.387712002,0.9781454859006429,0,2024-09-29-21-49-07,0.00010567389731831383,1,1,1.0409603377077392
4,1,1,1,0.0007401724670498275,36.91885853890577,235.76026845,0.9799400650857049,0,2024-09-29-21-53-26,0.00011033710873744777,1,1,1.1359304312080116
5,1,1,1,0.00027118422316734257,37.80310671078606,234.98068738,0.9838654366683632,0,2024-09-29-21-59-00,9.888287503314512e-05,1,1,1.467842800925623
6,1,1,1,-8.673270306487283e-09,37.733239987732674,389.656440973,0.9743573081642122,0,2024-09-29-22-04-33,0.00010125301614115008,1,2,1.1256518690375619
7,1,1,1,0.00122693795185898,37.501729444221354,358.730122567,0.9786438819132629,0,2024-09-29-22-13-41,9.993732369322686e-05,1,2,1.5660849883690897
8,1,1,1,-7.242632968482545e-07,37.04610993175786,363.978836775,0.9690643259842705,0,2024-09-29-22-22-07,9.320247581332852e-05,1,2,1.3864497396873876
9,1,1,1,-5.4584996313246e-06,36.216365001945704,138.528535366,0.9988294156221623,0,2024-09-29-22-30-43,0.00011325633171647947,0,0,0.9046501246579292
10,1,1,1,-3.438575384202767e-06,36.86088401474182,273.189324379,0.9989662000874554,0,2024-09-29-22-34-02,0.00010856764685639277,0,0,0.8674756917531631
11,1,1,1,-2.9170701027239203e-06,36.99867944825704,212.142706633,0.998724884088417,0,2024-09-29-22-40-28,0.00012147545348917657,0,0,0.7910533896654481
12,1,1,1,-8.398940077653972e-08,38.124568548275334,192.185781479,0.9443965191130141,0,2024-09-29-22-45-29,9.774913209434984e-05,1,3,1.1253579954657245
13,1,1,1,1.4617969784193525e-07,37.038653010173824,259.134693623,0.980194354111271,0,2024-09-29-22-50-03,9.33284315866155e-05,1,1,1.4586438440179297
14,1,1,1,-3.8778333250261656e-08,36.184099410033305,228.387610435,0.973218211261927,0,2024-09-29-22-56-14,0.00012066528266630631,1,1,1.1886970161630057
15,1,1,1,0.0002176487693825383,36.46347455333229,342.095758915,0.9845686262575365,0,2024-09-29-23-01-38,0.00012351423484923042,1,1,1.6304189191145246
16,1,1,1,0.0007119869566416979,40.82363088108508,100.554505109,0.9678118351139956,0,2024-09-30-06-52-05,8.583113806773183e-05,1,1,1.0382033650342508
17,1,1,1,0.0006494587120777445,40.203064750298985,201.601545811,0.9672210521070777,0,2024-09-30-06-54-29,0.00010687397204639564,1,2,1.2615812089205103
18,1,1,1,-9.651562058876452e-07,39.37277268257032,327.129615784,0.9804546517572421,0,2024-09-30-06-59-13,0.00011764434466626069,1,2,1.4361854620602317
19,1,1,1,0.0006108155835102269,40.92911298633076,134.207648278,0.9672574340103121,0,2024-09-30-08-21-42,0.0001081367736839132,1,1,1.0372226644747469
20,1,1,1,-1.4124916362606651e-07,40.421746692320376,326.532153607,0.9844192329983191,0,2024-09-30-08-24-51,0.00013688510277397117,1,1,1.20941952662922
