id,p_x,p_y,p_z,o_x,o_y,o_z,o_w
0,0.0,0.2,0.35,0.5735764363510462,0.0,0.0,0.8191520442889919
1,0.0,0.18825822231080777,0.3542988550271448,0.5313081776684085,0.0,0.0,0.847178623634163
2,0.0,0.176958561821429,0.35977402635277833,0.5306908868666089,0.0,0.0,0.8475654444328958
3,0.0,0.16627387511688685,0.36625366245754243,0.45644158339373575,0.0,0.0,0.8897533820947348
4,0.0,0.1560980274676762,0.37357086969300224,-0.45588394998486226,0.0,0.0,-0.8900392261839921
5,0.0,0.14650751171896423,0.3815542322906537,0.40129644607578263,0.0,0.0,0.9159482312701666
6,0.0,0.1373120394268762,0.3900411753445073,0.400903554219606,0.0,0.0,0.9161202651475882
7,0.0,0.12851740036140585,0.3988755389792981,0.37229254945818774,0.0,0.0,0.9281154333475566
8,0.0,0.1198792124175955,0.4079131023660168,-0.3721534573728316,0.0,0.0,-0.9281712148981178
9,0.0,0.11136712402697588,0.4170138021066985,0.3726575544681122,0.0,0.0,0.9279689364940218
10,0.0,0.10271887925784476,0.4260420377058344,0.37280635318002364,0.0,0.0,0.9279091674450746
11,0.0,0.09390449913532223,0.43485738291293496,0.40242153758482707,0.0,0.0,0.9154544806203437
12,0.0,0.08468038150426903,0.4433141413222496,0.40282263405665925,0.0,0.0,0.9152780591119044
13,0.0,0.0750535670776522,0.45125520489582643,0.4583973990037354,0.0,0.0,0.8887473345032378
14,0.0,0.06483556987880791,0.45851533749703804,0.4589604591991742,0.0,0.0,0.8884566938752182
15,0.0,0.05410531606474405,0.46492204253656644,0.5341534811973279,0.0,0.0,0.8453875197356394
16,0.0,0.04275978978450135,0.4703052022743872,-0.5347726916274156,0.0,0.0,-0.8449959575581228
17,0.0,0.030971332283982165,0.4745055845382371,-0.6204750077135377,0.0,0.0,-0.7842262204255129
18,0.0,0.018730129772845553,0.4773887734007365,0.6210720864304677,0.0,0.0,0.7837534455789689
19,0.0,0.006291556480024266,0.47885628266907615,-0.7068365969152282,0.0,0.0,-0.7073768622603506
20,0.0,-0.006263128640912612,0.478856305793423,-0.7469602746460957,0.0,0.0,-0.6648686698142945
21,0.0,-0.01875858526121449,0.4773887447690623,0.747467948463083,0.0,0.0,0.6642978744662593
22,0.0,-0.030942903491743612,0.474505651312631,-0.8165599496397633,0.0,0.0,-0.5772606418631944
23,0.0,-0.042788243756266664,0.4703051195131998,-0.8169944394200218,0.0,0.0,-0.5766455462038742
24,0.0,-0.054076885290332166,0.46492215357913186,0.8689336391694727,0.0,0.0,0.4949286117408213
25,0.0,-0.06486402152229837,0.4585152013864043,-0.8692770900987346,0.0,0.0,-0.49432513655434984
26,0.0,-0.07502513375705219,0.45125536108221526,0.9037997157619998,0.0,0.0,0.42795569138466727
27,0.0,-0.08470883050905385,0.4433139527693868,-0.9040341475373846,0.0,0.0,-0.4274602438664376
28,0.0,-0.0938760631973858,0.43485758512848544,0.9232204260204472,0.0,0.0,0.3842707964165687
29,0.0,-0.10274732576360364,0.42604179753629345,-0.9233383792660319,0.0,0.0,-0.3839872880374781
30,0.0,-0.11133868578581375,0.41701405109634937,-0.9295355606501519,0.0,0.0,-0.3687324795658881
31,0.0,-0.11990765687355207,0.4079128112391256,-0.9295375239884379,0.0,0.0,-0.3687275301593904
32,0.0,-0.1284889603623339,0.39887583532444815,0.9237586660215381,0.0,0.0,0.38297509964762516
33,0.0,-0.13734048243717228,0.39004083377991644,0.9236448676244187,0.0,0.0,0.38324947294297756
34,0.0,-0.14647907058964488,0.3815545764692946,0.9049861928624473,0.0,0.0,0.4254409368271155
35,0.0,-0.15612646964986043,0.37357047814645794,-0.9047563852993759,0.0,0.0,-0.42592943460156313
36,0.0,-0.16624543343279777,0.36625405491765967,-0.8709740841333735,0.0,0.0,-0.49132895779511226
37,0.0,-0.1769870036795784,0.3597735852705366,0.8706354784390344,0.0,0.0,0.49192871809158867
38,0.0,-0.18822978048012495,0.35429929620858924,0.8197374547106016,0.0,0.0,0.5727394742329049
39,0.0,-0.2,0.35,0.8191520442889918,0.0,0.0,0.5735764363510462
