experiment_id,peak_err,peak_err_waypoint_idx,avr_err,peak_err_change,peak_err_change_idx,avr_err_change,smoothed_peak_err,smoothed_peak_err_waypoint_idx,smoothed_avr_err,peak_err_change_on_smoothed,peak_err_change_idx_on_smoothed,avr_err_change_on_smoothed,scoring_duration_per_waypoint,min_distance,min_distance_idx
1,42.595735502736076,57,26.56709272504153,2.5650666850777597,39,0.04699600163806241,42.46507893054532,57,26.635708764497267,1.671464900314879,31,0.03191596105748443,0.7350022321865882,-137.84914500975682,66
2,23.823958480247423,0,19.551407337880192,1.0294098050284894,45,-0.00026737828313262696,23.813746756915606,80,19.54673781407994,0.824390785247854,45,0.00047272225542941136,0.616850087672104,-41.11559484610894,57
3,36.74220468369123,60,21.93512152604087,2.2629596540620938,45,0.006266879604753123,36.69360471718874,60,21.995266972667718,1.8649656239822063,45,0.0023587043312465793,0.6481948811330913,-108.69234602225288,60
4,29.7914895507015,61,21.258577772038223,2.347807515016065,43,0.00017399702658071753,29.749604987615886,60,21.285868592109573,1.7310925391588765,46,-0.0030027658005651534,0.6542093842117874,1.7084270280401859,74
5,31.99200675832028,21,21.75428087517532,1.584014164081756,47,-0.002505027657343624,31.942248700149232,21,21.708344023787085,0.9376757096320513,49,-0.004176958813317503,0.6481929296328698,-101.11247083658864,23
6,27.40858520646708,18,20.63898872165742,1.2525028934857438,50,0.0005659702328294012,27.387869279190387,17,20.614955045260974,1.2205205424709853,48,-0.0006092434166163174,0.614115364757585,-47.08650935889781,28
7,28.02288222930922,20,22.252839933982752,2.176811387806236,41,1.5874052313722026e-05,28.014922834064578,19,22.239020038029153,1.487077339716371,46,-0.0031741386517940826,0.665731265221113,-83.62665271531455,20
8,28.576703809588317,22,20.70279372071187,1.1734899388995323,52,-0.0011578349062450978,28.55941531435978,21,20.677609089610826,0.966667449957828,51,-0.002633177793498162,0.6502687371807334,-92.16951513098766,22
9,40.90794444802289,31,28.97442416968573,3.003756917689275,51,0.005375951274137263,41.1689767124429,29,29.020216433283892,2.384762082658926,53,-0.005445998641439428,0.6895485660176218,-78.41619838674767,20
10,23.82395869729533,0,19.297700152124897,1.090339850009462,44,-4.035727198268581e-05,23.853580050007647,80,19.28990092638599,0.7214210005119489,43,0.0015001274449422148,0.6122731191140635,-38.92315495312015,55
11,38.30127548665673,58,22.732351445161427,1.635828923470715,44,0.009664495757888551,38.25230891563377,58,22.8300563730683,1.5589658413929177,44,0.006941037255176165,0.6686749988132052,-141.16902161742243,61
12,24.276442325113077,61,17.897015382440586,1.0007376591220591,45,0.005340046422346893,24.28349515272907,80,17.91815700604108,0.9614210569734994,45,0.008613030509331418,0.6091917797371194,-12.51402905941798,60
13,29.616062157074303,57,22.544784268837503,1.8594281720988253,41,0.0028888295005942664,29.548254939912482,57,22.53208468487764,1.4959145015880855,42,0.0007459735492232694,0.6300376756691638,-100.1455125641324,59
14,34.41662701776548,63,21.00602568055335,2.4395501342860584,46,0.007485347980017363,34.372538270659476,62,21.0671547618369,2.017383262957008,48,0.004087901368017853,0.6624691015408363,-18.072910086326008,29
15,30.800880491039695,23,21.170486429198323,0.8159018803795135,58,-0.003980925253047106,30.758581784072142,23,21.126741519561264,0.7282984297389433,58,-0.0026263804606891372,0.6265845004423165,-127.82368317567267,24
16,35.85782435886722,22,23.729593201182126,3.040008562322072,49,-0.005762042109734134,35.80849803165711,22,23.656736562169385,0.9118935492061846,10,-0.007119991328685657,0.6893932260112998,-119.53762815829255,19
17,37.73850104699489,43,27.0655027977125,2.117641544341758,27,0.004479115127401788,36.85404939613855,45,27.149617324979015,1.6819809503578194,21,0.0014163654238161182,0.6449889901243611,-115.04125149758565,61
18,36.25624876513693,20,23.64706052920073,2.466586077311039,46,-0.004604341602823036,36.22664028935751,19,23.558351798815448,1.192369186334587,45,-0.0063427277883295165,0.638669835196601,-31.18543452008752,57
19,32.73404294795451,64,23.43303519937423,2.719675634542611,50,0.004106596576940573,32.70638188610594,64,23.46298335996269,2.0116452084902825,51,-0.0014206567323870475,0.6526360953295672,-88.32728163750924,20
20,33.8657015264229,61,22.589723214382936,3.590817888494268,35,0.006520446977673062,33.803224519256396,61,22.648998475005207,1.7225876800088964,49,0.0037557719678748282,0.7019012651325743,-97.77239021646459,58
