experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.014010181264204937,36.00440160303976,51.521478414,0.9866369192670223,0,2024-09-11-10-04-07,5.0984034136574445e-05,0,0,1.20154686232211
2,1,1,1,0.0058523487534883605,36.42276277077035,67.43035984,0.9727352233276464,0,2024-09-10-23-32-06,7.444585820883322e-05,0,0,1.0717140157172071
3,1,1,1,0.00897046800945828,36.7659348280741,58.260452509,0.9869367059646399,0,2024-09-10-23-33-43,7.83862676744097e-05,0,0,0.97986132703852
4,1,1,1,0.008586197078561671,36.76466066704098,58.534471989,0.9899042055347419,0,2024-09-10-23-35-07,8.16260926600516e-05,0,0,0.9693459401697225
5,1,1,1,0.008185785609164768,37.31525473375506,64.986826897,0.9836336807882728,0,2024-09-10-23-36-32,7.420269537692056e-05,0,0,1.072720510609152
6,1,1,1,0.011658693161730425,37.716028152933966,52.046837807,0.9874402704959477,0,2024-09-10-23-38-05,9.623518992202693e-05,0,0,1.1535683729257267
7,1,1,1,0.007950315558015212,37.79784452184313,61.72309637,0.9855301834164496,0,2024-09-10-23-39-20,6.205432070905178e-05,0,0,1.051841236229407
8,1,1,1,0.0087663542665222,37.27347046373493,57.62811923,0.9867891729964934,0,2024-09-10-23-40-49,7.001928965205319e-05,0,0,1.0460252187130703
9,1,1,1,0.008728773180978781,37.23236397343825,67.226459265,0.9890675885025807,0,2024-09-10-23-42-12,9.445112691007325e-05,0,0,1.1703004227682654
10,1,1,1,0.011991302373118025,37.1454257203833,54.3270123,0.9878205154564935,0,2024-09-10-23-43-49,7.553702785898575e-05,0,0,1.1106526217648256
11,1,1,1,0.013037530156607855,37.34423877410626,51.065440416,0.987536001354008,0,2024-09-10-23-45-08,8.985183859875316e-05,0,0,1.050362116766191
