experiment_id,num_segments,avr_state_approx_error,planning_success,planning_time_ompl,planning_time_trajopt,total_planning_time,ompl_path_length,trajopt_path_length
1,10,0.001307667058918932,1,0.340492506,0.363319903,0.703812409,1.0764964846609948,0.9069800794416197
2,10,0.001307667058918932,1,0.303396708,0.859063494,1.162460202,1.0653394195514994,0.6771378406717017
3,10,0.001307667058918932,1,0.319064189,0.8722539229999999,1.1913181119999998,1.2221894264432065,0.6536574252805942
4,10,0.001307667058918932,1,0.355475121,0.808717169,1.16419229,1.1390392715319433,0.9113021789377661
5,10,0.001307667058918932,1,0.30572742399999997,0.820805101,1.126532525,1.042689084520461,0.7418998293700773
6,10,0.001307667058918932,1,0.340296761,0.904434922,1.244731683,1.196641838582103,0.665628949983169
7,10,0.001307667058918932,1,0.31703854000000004,0.36872154,0.6857600800000001,0.6260441177398204,0.6039423845266939
8,10,0.001307667058918932,1,0.335193913,0.242436921,0.577630834,0.7408913269113326,0.5455681106553342
9,10,0.001307667058918932,1,0.393594192,0.497501151,0.8910953429999999,0.9970484513373076,0.5488426734686424
10,10,0.001307667058918932,1,0.249447969,0.47654447,0.725992439,1.0347710308313305,0.8665970883529953
11,10,0.001307667058918932,1,0.31784798200000003,0.408725556,0.726573538,0.9190091784659344,0.549277809077855
12,10,0.001307667058918932,1,0.243640104,0.5490158159999999,0.79265592,1.0449894709859011,0.6428052321915992
13,10,0.001307667058918932,1,0.266536925,0.6640260769999999,0.930563002,1.0551834883539015,0.6344466110434029
14,10,0.001307667058918932,1,0.478117499,0.8382996699999999,1.316417169,1.1765814223914126,0.6682976855560065
15,10,0.001307667058918932,1,0.268156247,0.605199907,0.8733561540000001,0.952747238730112,0.6549979029663733
16,10,0.001307667058918932,1,0.370158775,0.7983516869999999,1.168510462,1.1309102073819552,0.7413259943719327
17,10,0.001307667058918932,1,0.367114291,0.74896262,1.116076911,1.2257361758312166,0.7042337267394356
18,10,0.001307667058918932,1,0.30991306100000005,0.592829204,0.9027422650000001,1.0235289086121788,0.813749038517004
19,10,0.001307667058918932,1,0.31245862799999996,0.677111045,0.9895696729999999,1.0280922551397333,0.7286436438877052
20,10,0.001307667058918932,1,0.370106104,0.9803692479999999,1.350475352,1.365790198041644,0.663161503445692
21,10,0.001307667058918932,1,0.500261021,1.074188595,1.574449616,1.543154600498972,0.7057509559107413
22,10,0.001307667058918932,1,0.28411951900000004,0.573287281,0.8574068000000001,0.969363594610592,0.6411597529380031
23,10,0.001307667058918932,1,0.43427116,0.796539818,1.230810978,1.1739430253649412,0.6479560464320567
24,10,0.001307667058918932,1,0.46391699599999997,0.7568068809999999,1.220723877,1.1258112178016673,0.5564294501560245
25,10,0.001307667058918932,1,0.323041891,0.398400178,0.7214420690000001,1.0777769441818246,0.9963130182563829
26,10,0.001307667058918932,1,0.267192017,0.44232303100000003,0.7095150480000001,0.8504834922047633,0.5455757754224498
27,10,0.001307667058918932,1,0.299491083,0.855149196,1.1546402789999999,1.085198007237203,0.7093348637524954
28,10,0.001307667058918932,1,0.39894993799999995,0.461344673,0.8602946109999999,0.9576496626513773,0.6463052665375613
29,10,0.001307667058918932,1,0.329820755,0.335532517,0.6653532719999999,0.8162798513040156,0.5468648678137512
