experiment_id,ft_on,collision_on,success,min_distance,rate,duration,stress_avoidance_performance_avr,stress_avoidance_performance_ever_zero,start_time,final_task_error,is_replanning_needed,num_replanning_attempts,executed_path_length
1,1,1,1,0.002051608780960077,41.54629550454469,36.681970835,0.9683446506096829,0,2024-09-09-15-07-33,0.000319016662026639,0,0,0.5874362475692353
2,1,1,1,0.011790000567800534,37.00765308984877,36.073619604,0.9718124179799298,0,2024-09-10-06-56-06,0.0002848910389518666,0,0,0.6780535672386775
3,1,1,1,0.009145087409276595,39.188412547192044,35.571739435,0.9667711350476975,0,2024-09-10-06-56-55,0.00034743629683932413,0,0,0.510679932097172
4,1,1,1,0.007555170237318511,39.08525966982907,38.249713898,0.9661824418886048,0,2024-09-10-06-57-44,0.00033970452628116565,0,0,0.613892557428298
5,1,1,1,0.009507378995331255,39.27491439508519,37.250240326,0.9708498141933976,0,2024-09-10-06-58-36,0.00032722887506914393,0,0,0.559157480042681
6,1,1,1,0.011542363957956022,38.581248378045245,39.190022707,0.9723135705128976,0,2024-09-10-06-59-27,0.00030161369944692096,0,0,0.6165378646259855
7,1,1,1,0.007417550820954911,39.04765502565689,36.903624534,0.9684411988811593,0,2024-09-10-07-00-20,0.00030660226590437356,0,0,0.704685966916531
8,1,1,1,0.009815342742713543,38.974963419933786,39.589517593,0.9664276631631886,0,2024-09-10-07-01-10,0.0003396417649409597,0,0,0.6095547841579463
9,1,1,1,0.008597531796637676,39.05213090959495,34.620389938,0.9662999722163238,0,2024-09-10-07-02-04,0.000346207397522749,0,0,0.5570613816149564
10,1,1,1,0.008964360779919576,38.24637510340325,32.996591091,0.9640943735116115,0,2024-09-10-07-02-51,0.00012485141836690236,0,0,0.46881478656025016
11,1,1,1,0.00525852505307003,39.58646005940092,44.409123659,0.9659204702988193,0,2024-09-10-07-03-37,0.00035825975495366587,0,0,0.49691962478549906
12,1,1,1,0.012957157295260714,39.343640979712156,29.712552547,0.9655066685127216,0,2024-09-10-07-04-36,0.00038805631752465117,0,0,0.49799139652571256
13,1,1,1,0.002419034459058436,39.273309500459355,31.268054962,0.9620137460651261,0,2024-09-10-07-05-17,0.00012945434678107612,0,0,0.43518282054849305
14,1,1,1,0.0031759863793913786,38.9350361718491,30.666466951,0.9669569988813527,0,2024-09-10-07-06-01,0.0003610476263190412,0,0,0.43080665095776755
15,1,1,1,0.006789207626387842,38.670118348549806,35.505451202,0.9639000485437097,0,2024-09-10-07-06-43,0.0003501206958343656,0,0,0.4787097773615905
16,1,1,1,0.010338109295630957,38.82774018605776,47.131251812,0.9743580836466434,0,2024-09-10-07-07-31,0.00021124863828925257,0,0,1.0924251618349028
17,1,1,1,0.0031330124167517114,38.89592755755073,41.983829736,0.9674457369161521,0,2024-09-10-07-08-34,0.0003528800019511014,0,0,0.6029619657607905
18,1,1,1,0.010977425098417787,39.011669196278255,37.963000059,0.9710303890081686,0,2024-09-10-07-09-30,0.00032099935144679455,0,0,0.578976327205993
19,1,1,1,0.011140988716659696,39.72126707580554,34.163059235,0.969045709842647,0,2024-09-10-07-10-22,0.0003453464718329082,0,0,0.45131043543252497
20,1,1,1,0.0057721520298779925,39.13233516367264,46.25330925,0.9715647722047387,0,2024-09-10-07-11-08,0.0003523798419318061,0,0,0.6552820756490746
