experiment_id,peak_err,peak_err_waypoint_idx,avr_err,peak_err_change,peak_err_change_idx,avr_err_change,smoothed_peak_err,smoothed_peak_err_waypoint_idx,smoothed_avr_err,peak_err_change_on_smoothed,peak_err_change_idx_on_smoothed,avr_err_change_on_smoothed,scoring_duration_per_waypoint,min_distance,min_distance_idx
1,2.158009028619168,0,2.0458526826932526,0.029109132764059797,67,-0.00048499850073946004,2.1353130253205186,0,2.0456421912448532,0.007834332582840874,68,-0.0001612736905148523,0.2418064217508575,7.972844281887392,62
2,2.1177357424198537,80,1.9673292708957983,0.027593840826555027,63,1.4323978844245613e-05,2.123753449734952,0,1.9680545085887307,0.013754149455299475,60,1.888475370053495e-05,0.24438270521752628,7.272722524991499,52
3,2.1238175270006674,70,2.0330575344657014,0.03030119369589812,54,-1.2592748322562237e-05,2.121394076766656,72,2.0333664939556106,0.00996621627741198,56,0.00013587394379857397,0.23229371471169555,4.76929782708303,44
4,2.1225526520363793,79,1.7190553243830111,0.05479827409021132,79,-2.623335787890723e-05,2.111719996599672,80,1.7212164721962384,0.024766612130723953,42,0.0004706777972853411,0.25210039409590357,12.47025033370087,23
5,2.1165755485843243,0,1.6892315027116525,0.03870607219804145,62,-2.0364711569542398e-05,2.1168076134278553,0,1.6898512026545065,0.025841884388521887,61,0.0003120705904394071,0.24055408548425744,10.671958689825594,38
6,2.124421340678247,80,1.6776716925990323,0.03751279749023606,79,9.6861796291572e-05,2.122217112901386,80,1.6779062186805418,0.030062306107941528,79,0.0005312864423475784,0.2543835934297538,11.549351225549646,35
7,2.1167243235699225,80,1.8106457612474607,0.029234323726917033,68,1.8361531892746242e-06,2.120800157590069,0,1.8121120228477676,0.023248153759067497,64,0.0001430427076327457,0.23981272144082152,7.820398216960241,15
8,2.116575548589004,0,1.5020044457312844,0.04323385852639161,50,-8.57203706066781e-05,2.1253902814608776,0,1.5045574697053117,0.036045067403230525,42,0.00032500092207537085,0.2619152687214039,16.49693354746215,42
9,2.1197637042974597,78,1.9883358556727924,0.021426799851683054,66,-3.23780841605053e-05,2.118210620840843,0,1.9885062131904088,0.013030322726162622,62,0.00010812847662518073,0.23733582025692787,10.370447162452434,22
10,2.116575548588513,0,1.5271586440510907,0.060290872481388647,68,-3.4524409505300834e-05,2.1007011498588715,79,1.529467068235738,0.0419427588937709,63,0.0006368881490008849,0.24609371762216828,10.077929249854206,48
11,2.118227540182746,80,1.7553219049346969,0.03089557495551909,59,2.0394957967285455e-05,2.1180413722445595,80,1.7571718504809601,0.02419859693268661,60,0.0003281116076671954,0.2520154228916875,8.59903039271957,27
