experiment_id,num_segments,avr_state_approx_error,planning_success,planning_time_ompl,planning_time_trajopt,total_planning_time,ompl_path_length,trajopt_path_length
1,10,0.00015747119873216488,1,0.34231462900000004,0.283397497,0.625712126,0.9760900933219334,0.9815830738208325
2,10,0.00015747119873216488,1,0.244633784,0.279135295,0.523769079,0.9786372639675839,0.982207961750488
3,10,0.00015747119873216488,1,0.259797592,0.288720106,0.5485176979999999,0.9596001457621007,0.9811494464049199
4,10,0.00015747119873216488,1,0.28253918499999997,0.32672792700000003,0.6092671119999999,0.9746130113481956,0.9705161856315846
5,10,0.00015747119873216488,1,0.24752596,0.267270648,0.5147966079999999,0.9656478633610837,0.981572182389402
6,10,0.00015747119873216488,1,0.360194092,0.292119328,0.65231342,0.9641284193055947,0.9800961514913551
7,10,0.00015747119873216488,1,0.32790989400000004,0.286446832,0.614356726,0.9700737738799834,0.9792499431336994
8,10,0.00015747119873216488,1,0.32776943,0.28003555799999996,0.6078049879999999,0.9595827068432393,0.9811105618575778
9,10,0.00015747119873216488,1,0.480202091,0.28926381700000003,0.769465908,0.9778039769979952,0.9824240871135655
10,10,0.00015747119873216488,1,0.312688238,0.28700781799999997,0.599696056,0.9720974947967428,0.9820122571315576
11,10,0.00015747119873216488,1,0.338613568,0.289359142,0.62797271,0.9652101898548651,0.9793144904827144
12,10,0.00015747119873216488,1,0.257437805,0.28340629300000003,0.540844098,0.9801363785301399,0.9792831829848367
13,10,0.00015747119873216488,1,0.31213358799999996,0.26853587,0.580669458,0.9809317701872189,0.9866182602707125
14,10,0.00015747119873216488,1,0.23334278,0.09634897599999999,0.329691756,0.9774357136412023,0.9831739855383894
15,10,0.00015747119873216488,1,0.224654961,0.29324642,0.5179013809999999,0.975179590184017,0.9813617439855392
16,10,0.00015747119873216488,1,0.303875413,0.287625572,0.5915009849999999,0.9541949811379,0.9793423078379716
17,10,0.00015747119873216488,1,0.27478304000000003,0.278678793,0.5534618330000001,0.9763330918206906,0.9778785398888656
18,10,0.00015747119873216488,1,0.331130582,0.275094779,0.606225361,0.9822346585441722,0.9750669292636482
19,10,0.00015747119873216488,1,0.270039758,0.280591404,0.550631162,0.9678338196396327,0.9792189756011709
20,10,0.00015747119873216488,1,0.292135357,0.293016083,0.58515144,0.9615187613533366,0.978034785649197
21,10,0.00015747119873216488,1,0.311008827,0.290856364,0.6018651909999999,0.9553622045699507,0.9796149884770572
22,10,0.00015747119873216488,1,0.336699582,0.108554504,0.445254086,0.9656831038770507,0.9793151910524257
23,10,0.00015747119873216488,1,0.214082405,0.28674587300000004,0.5008282780000001,0.9747780419339511,0.9785007109717965
24,10,0.00015747119873216488,1,0.24714255499999999,0.27425993899999995,0.5214024939999999,0.9509013462306605,0.9805998967514707
25,10,0.00015747119873216488,1,0.30208674,0.298639437,0.6007261770000001,0.9623616160734683,0.9792792998973656
26,10,0.00015747119873216488,1,0.244580408,0.27373870299999997,0.5183191109999999,0.9771689983899948,0.9776988991684621
27,10,0.00015747119873216488,1,0.44173993500000003,0.285246448,0.7269863830000001,0.9618939020261316,0.9820295966313317
