experiment_id,peak_err,peak_err_waypoint_idx,avr_err,peak_err_change,peak_err_change_idx,avr_err_change,smoothed_peak_err,smoothed_peak_err_waypoint_idx,smoothed_avr_err,peak_err_change_on_smoothed,peak_err_change_idx_on_smoothed,avr_err_change_on_smoothed,scoring_duration_per_waypoint,min_distance,min_distance_idx
1,5.715030662383095,80,2.78537650295202,0.26408153243979005,41,0.03948409024644635,5.721272673932273,80,2.8030422166453857,0.14827042871909862,42,0.040995805821589584,0.2915751580838804,12.350934146244526,14
2,5.71779429363223,80,3.380056857201092,1.458459738922396,42,0.0395186890315955,5.71754561544992,80,3.398848484601223,0.1693290041514181,41,0.040547698622167075,0.24869621535878123,7.512662868148355,29
3,5.7145281629945215,80,3.204650825112522,0.1844748911694949,40,0.039478366400369384,5.715685835720619,80,3.2231900040095147,0.09200992462763975,43,0.04064368263251489,0.2208185460832384,12.695530965266297,42
4,5.7180925002996945,80,3.0563565148691167,0.48705483361735613,44,0.039522370500768136,5.717965101336745,80,3.074126491813675,0.1247812132939379,44,0.0407501572651965,0.25109036174821264,15.570166237913263,27
5,5.718736804009144,80,2.6095082954138573,0.18085145234613464,47,0.03953032501509538,5.718375105325846,80,2.6259811298476565,0.14178480370414984,52,0.04109486922379666,0.2559049747608326,14.075398268913064,14
6,5.71939330517328,80,3.474872382011644,0.7256619478807458,39,0.039538429884049736,5.716980000841602,80,3.493483909235886,0.0888384843491559,44,0.04047766293738936,0.23339072863260904,9.36941059225225,29
7,5.715754646162684,80,3.1507842885047177,0.08809262224852832,59,0.03949350816787596,5.7147973182304845,80,3.1684893302513797,0.087732433649328,60,0.04067317522968752,0.2606531690668177,12.730489836311275,30
8,5.716954783510008,80,3.2867648503865436,0.17028185416453967,34,0.039508324678336204,5.717466338515057,80,3.3047220927998273,0.08628794382694897,50,0.04068975460488328,0.2534836368796266,9.141613623703636,26
9,5.7172784185258045,80,3.333193070728445,0.6051526497449524,38,0.039512320248497546,5.7175405073299,80,3.3519591004104154,0.09524000424436146,43,0.04059806360934666,0.2587120297514362,13.288327656509633,29
10,5.7177455861295465,80,3.430474992888078,0.31099310256376045,39,0.039518087480244,5.7180967146107236,80,3.4491733906317057,0.07924239179216572,44,0.04057423849915774,0.24540917667341822,11.81492916218658,25
11,5.719003103507773,80,3.2275836916999805,0.7862422504365394,40,0.039533612876628745,5.718934126118626,80,3.2460243872597214,0.1092072450606239,45,0.04068722293313951,0.2704011452050857,24.238246408198744,54
12,5.716530772183854,80,2.9161465817011503,0.18067502718124384,38,0.039503089730108194,5.717301492984086,80,2.9332299530805708,0.12022912096542031,53,0.04089997506954161,0.2519737850000829,8.811812145429633,47
13,5.715685391231191,80,3.292180592656067,0.2604857954775208,41,0.039492653168719666,5.715643796921664,80,3.3105779647187177,0.09229138672757847,45,0.040591609087454426,0.24022927107634368,14.005971260545563,43
14,5.718246700748095,80,3.286189667782381,0.2236300733042782,36,0.039524275873508305,5.7167650335729,80,3.3043704029901986,0.11452964724665203,29,0.04066376311899405,0.2568219679373282,8.492200106586425,42
15,5.715881799181587,80,2.735145191545136,0.32478388411645787,47,0.0394950766678837,5.726778852802134,80,2.7517125568304786,0.14265198497158615,49,0.04113925879565413,0.2630342259819125,16.041385250616084,35
16,5.715210529046688,80,3.191191060979423,0.26658067499685334,39,0.03948679067261699,5.715282611326476,80,3.2093716831836887,0.09834494805977076,44,0.04060937013903852,0.23051752867522063,14.356119365252246,45
17,5.720250864234855,80,3.4973724539605846,0.19082768087104673,33,0.03954901703296086,5.716700550524532,80,3.516081010221772,0.11018092203114004,27,0.04052492333794,0.2582820315419892,14.125525055104397,56
18,5.7191377324617125,80,2.610850111856941,0.14019189471094995,49,0.03953527471081613,5.717680396977617,80,2.628917991174097,0.12603025757150668,53,0.04102516183525436,0.2671634415049612,11.300328831831685,32
19,5.717310568260172,80,2.836011189459287,0.273519378888726,41,0.039512717076256094,5.7172591034502425,80,2.854058641799811,0.13879394565913905,43,0.040844658105733046,0.2604106679374789,12.654158514658745,32
20,5.717629411022631,80,3.4099452227932456,0.8542842081863689,43,0.039516653413057864,5.716077389435771,80,3.428588912668321,0.193401033054429,41,0.04048389126196432,0.25433536812111185,12.647372694463787,29
21,5.718866300796205,80,3.466112225525027,0.4927313107989093,39,0.0395319236571743,5.717019753714058,80,3.484707921919097,0.08629582001400987,45,0.04050264359724267,0.23825306951263805,6.601876566434292,29
22,5.71875827747604,80,3.4742156492313137,0.19574245994747752,34,0.03953059003593645,5.718636294728364,80,3.492885186276563,0.10451846021633639,27,0.04054648874365781,0.2636734497399978,12.285848750356907,50
23,5.717207397024361,80,3.213663363918665,0.17946828924626868,41,0.03951144328879592,5.717364612412483,80,3.231934018484444,0.08917816491794485,42,0.04072626202476494,0.24472378212728618,11.409994751496354,17
24,5.717536332133876,80,2.867512363099548,0.3029154481723386,44,0.039515504274475616,5.717790049992279,80,2.88535288843233,0.1297215743488346,50,0.04092215004929876,0.251811757499789,15.41618925700999,31
25,5.715228972605441,80,3.503751605370627,0.2657768823747415,41,0.03948701796788835,5.715322466099664,80,3.521879810261096,0.1092123756532741,25,0.04048543029877518,0.23008192321400583,13.641889859469522,32
26,5.717329464751594,80,3.439868951377716,0.5952764833311379,39,0.03951295037209304,5.718349481348925,80,3.4584895108202525,0.09106055984895191,43,0.04053292970989122,0.22914649233405973,13.340709087962443,39
27,5.719376952518491,80,3.489533385192514,0.4062380733025108,39,0.039538227999922675,5.719910130499262,80,3.508318290887662,0.08040549109666024,42,0.04057024310957661,0.23735357508247282,3.1116289877294676,49
